"PC1","PC2","Name","GrowthDoublingTime","GrowthRate","maximalGrowthTemperature","maximumcellLength","maximumcellWidth","maximumGrowthNACL","maximumGrowthPH","minimalGrowthTemperature","minimumcellGcContent","minimumcellLength","minimumcellWidth","minimumGrowthNACL","minimumGrowthPH","optimalGrowthNACLMaximal","optimalGrowthNACLMinimal","optimalGrowthPHMaximal","optimalGrowthPHMinimal","optimalGrowthTemperatureMaximal","optimalGrowthTemperatureMinimal","otherEnv","X1butanol","X2.butanol","X2methylpropan1ol","X2propanol","acetate","AdditionalGrowthRequierments","author","butanol","carbonMonoxide","cellShape","creator","creatorMail","cyclopentanol","descriptionEnv","dimethylamin","dimethylSulfide","ethanol","formate","gramReaction","GrowthDoublingTime.1","GrowthRate.1","h2Andco2","h2andmethanol","intestinalTracksEnv","link","maximalGrowthTemperature.1","maximumcellGcContent","maximumcellLength.1","maximumcellWidth.1","maximumGrowthNACL.1","maximumGrowthPH.1","methanol","methylamin","minimalGrowthTemperature.1","minimumcellGcContent.1","minimumcellLength.1","minimumcellWidth.1","minimumGrowthNACL.1","minimumGrowthPH.1","MinimumGrowthRequierments","nomenclaturalPublication","numberPublications","optimalGrowthNACLMaximal.1","optimalGrowthNACLMinimal.1","optimalGrowthPHMaximal.1","optimalGrowthPHMinimal.1","optimalGrowthTemperatureMaximal.1","optimalGrowthTemperatureMinimal.1","otherATTCStrainNumbers","otherCollections","otherDSMStrainNumbers","otherEnv.1","otherSubstrate","pmidPublication","propanol","propionate","reactorsEnv","soilEnv","trimethylamin","typeStrain","volcanicEnv","waterEnv"
-23.4669898987355,-0.487677264155695,"Methanolobus bombayensis",4.5,0.156,40,1.5,1,2,8,22,39.2,1.5,1,0.3,6.5,0.5,0.5,7.2,7.2,37,37,NA,"no data","no data","no data","no data","do not feed on","yeast extract,peptones ","P. Kadam et al.; 1994; Int. J. Syst. Bacteriol.; vol. 44; p. 603","no data","no data","Irregular cocci","negative","yes","no data","Sample isolated from Arabian Sea sediments obtained near Bombay, India.","feeds","feeds","no data","do not feed on","negative","4.5","0.156","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/44/4/603.abstract","40","absent","1.5","1","2","8","feeds","feeds","22","39.2","1.5","1","0.3","6.5","-1","no data","no","0.5","0.5","7.2","7.2","37","37","OCM 438 ","OCM 438 ","DSM-7082","no data","no data","P. Kadam et al.","no data","not determined","not applicable","yes","feeds","MCM B706","not applicable","not applicable"
-23.4877737585405,-0.461266786971528,"Methanolobus oregonensis",6.9,0.1,45,1.5,1,1.6,9.4,10,40.9,1.5,1,0.1,7.6,0.48,0.48,9.2,8.2,37,35,NA,"no data","no data","no data","no data","do not feed on","no data","Y. Liu et al.; 1990; Int. J. Syst. Bacteriol.; vol. 40; p. 111","no data","no data","Irregular cocci","positive","yes","no data","Sample from a slurry of subsurface solids from a saline, alkaline aquifer (West Alkali Lake, south central Oregon).","no data","feeds","no data","do not feed on","positive","6.9","0.1","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/40/2/111.abstract","45","absent","1.5","1","1.6","9.4","feeds","no data","10","40.9","1.5","1","0.1","7.6","biotin, thiamine","no data","no","0.48","0.48","9.2","8.2","37","35","ATCC BAA-928, OCM 99, OGI 99","ATCC BAA-928, OCM 99, OGI 99","DSM-5435","no data","no data","Y. Liu et al.","no data","not determined","not applicable","yes","feeds","WAL1","not applicable","not applicable"
5.74543145949591,-1.36567525831081,"Methanolobus profundi",5,0.139,37,1.2,0.9,1,7.8,9,42.4,1.2,0.9,0.1,6.1,0.35,0.35,6.6,6.5,30,30,NA,"no data","feeds","no data","no data","do not feed on","no data","H. Mochimaru et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 714","no data","no data","Irregular cocci","negative","yes","no data","Sample from deep subsurface sediments from a natural gas field filled with ancient seawater (Mobara, Japan).","feeds","do not feed on","do not feed on","do not feed on","negative","5","0.139","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/59/4/714.abstract","37","present","1.2","0.9","1","7.8","feeds","feeds","9","42.4","1.2","0.9","0.1","6.1","-1","no data","yes","0.35","0.35","6.6","6.5","30","30","NBRC 104158","no data","DSM-21213","no data","no data","H. Mochimaru et al.","no data","not determined","not applicable","yes","feeds","MobM","not applicable","not applicable"
6.67958303566294,1.79415046222183,"Methanolobus psychrophilus",15.873015873,0.063,25,1.2,1,0.8,8,0,44.9,1,0.9,0.005,6,0.25,0.2,7.2,7,18,18,NA,"no data","no data","no data","no data","do not feed on","no data","G. Zhang et al.; 2008; Appl. Environ. Microbiol.; vol. 74; p. 6114","no data","no data","Cocci","no data","no data","no data","no data","feeds","feeds","no data","do not feed on","not determined","15.873015873","0.063","do not feed on","not determined","yes","http://aem.asm.org/content/74/19/6114.long","25","present","1.2","1","0.8","8","feeds","feeds","0","44.9","1","0.9","0.005","6","biotin","no data","nd","0.25","0.2","7.2","7","18","18","no data","JCM 14818, CGMCC 1.5060","no data","no data","no data","no data","no data","not determined","not applicable","not applicable","feeds","R15","not applicable","not applicable"
-23.4632237972022,-0.472958255057251,"Methanolobus taylorii",6,0.116,45,0.5,0.5,1.2,9.2,5,40.8,0.5,0.5,0.05,5.7,0.6,0.4,8.7,7,37,29,NA,"no data","no data","no data","no data","do not feed on","no data","R. Oremland et al.; 1989; Appl. Environ. Microbiol.; vol. 55; p. 994","no data","no data","Cocci","negative","yes","no data","Smple of estuarine sediments from San Francisco Bay.","feeds","feeds","no data","do not feed on","negative","6","0.116","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/44/3/573.abstract","45","not determined","0.5","0.5","1.2","9.2","feeds","feeds","5","40.8","0.5","0.5","0.05","5.7","biotin","no data","no","0.6","0.4","8.7","7","37","29","ATCC BAA-911, OCM 58","ATCC BAA-911, OCM 58","DSM-9005","no data","no data","R. Oremland et al.","no data","not determined","not applicable","not applicable","feeds","GS-16","not applicable","not applicable"
11.7560631394398,-0.367113531834379,"Methanolobus tindarius",NA,NA,50,1.25,0.8,1.27,8,7,45.9,1.25,0.8,0.06,5.5,0.47,0.47,6.5,6.5,28,28,NA,"no data","feeds","no data","no data","do not feed on","no data","H. Konig et al.; 1982; Zentralbl. Bakteriol. Mikrobiol. Hyg. [B]; vol. 3; p. 478","no data","no data","Cocci","not determined","yes","no data","A marine, mesophilic.","feeds","feeds","no data","do not feed on","not determined","no data","no data","do not feed on","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0721957182800057","50","unavailable","1.25","0.8","1.27","8","feeds","feeds","7","45.9","1.25","0.8","0.06","5.5","-1","no data","unavailable","0.47","0.47","6.5","6.5","28","28","ATCC 35996, OCM 150","ATCC 35996, OCM 150","DSM-2278","no data","no data","H. Konig et al.","no data","not determined","not applicable","not applicable","feeds","Tindari 3","not applicable","not applicable"
9.18900334696712,0.173956202547453,"Methanolobus vulcani",5.33,0.13,45,1.25,1.25,1.2,7.5,13,39,1,1,0.1,6,0.5,0.5,7.2,7.2,40,40,NA,"no data","no data","no data","no data","do not feed on","no data","P. Kadam et al.; 1995; Int. J. Syst. Bacteriol.; vol. 45; p. 400","no data","no data","Irregular cocci","negative","yes","no data","Sample of sea sediments near Vulcano Island, Italy.","feeds","no data","no data","do not feed on","negative","5.33","0.13","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/45/2/400.abstract","45","not determined","1.25","1.25","1.2","7.5","feeds","feeds","13","39","1","1","0.1","6","biotin","no data","no","0.5","0.5","7.2","7.2","40","40","ATCC BAA-932, OCM 157","ATCC BAA-932, OCM 157","DSM-3029","no data","no data","P. Kadam et al.","no data","not determined","not applicable","not applicable","feeds","PL-12/M","not applicable","not applicable"
-22.966023217914,-0.310780294237238,"Methanolobus zinderi",9.9,0.07,50,2,2,1.8,9,25,42,1,1,0.05,6,0.6,0.2,8,7,50,40,NA,"no data","feeds","no data","no data","do not feed on","no data","S. Doerfert et al.; 2009; Int. J. Syst. Evol. Microbiol.; vol. 59; p. 1064","no data","no data","Irregular cocci","negative","yes","no data","Water sample from coal seam near Monroe, Los Angeles, USA.","feeds","do not feed on","no data","do not feed on","negative","9.9","0.07","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/59/5/1064.abstract","50","absent","2","2","1.8","9","feeds","feeds","25","42","1","1","0.05","6","no data","no data","no","0.6","0.2","8","7","50","40","ATCC BAA-1601","ATCC BAA-1601","DSM-21339","no data","no data","S. Doerfert et al.","no data","not determined","not applicable","not applicable","feeds","SD-1","not applicable","yes"
9.02422333084854,6.49752858571638,"Methanomassiliicoccus luminyensis",NA,NA,37,0.85,0.85,0.26,8.4,37,59.93,0.85,0.85,0.02,7.2,0.17,0.06,7.6,7.6,37,37,NA,"not determined","do not feed on","not determined","do not feed on","do not feed on","no data","B. Dridi et al.; 2012; Int. J. Syst. Evol. Microbiol.; vol. 62; p. 1902","do not feed on","not determined","Cocci","positive","yes","do not feed on","Sample of human faeces collected in Marseille, France.","not determined","not determined","do not feed on","do not feed on","positive","no data","no data","do not feed on","not determined","yes","http://ijs.sgmjournals.org/content/62/Pt_8/1902.abstract","37","absent","0.85","0.85","0.26","8.4","feeds","not determined","37","59.93","0.85","0.85","0.02","7.2","tungstate, yeast extract","no data","no","0.17","0.06","7.6","7.6","37","37","CSUR P135","CSUR P135","DSM-25720","no data","no data","B. Dridi et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","B10","not applicable","not applicable"
9.06783914787338,1.79055370974929,"Methanomethylovorans hollandica",11.5,0.06,40,1.5,1.5,0.4,8,12,NA,1,1,0,6,0.04,0.04,7,6.5,37,34,NA,"no data","feeds","no data","no data","do not feed on","no data","B. Lomans et al.; 1999; Appl. Environ. Microbiol.; vol. 65; p. 3641","no data","no data","Irregular cocci","negative","yes","no data","Sample of eutrophic pond sediment (Campus of Dek- kerswald Institute, Nijmegen, The Netherlands).","feeds","feeds","no data","no data","negative","11.5","0.06","do not feed on","not determined","not applicable","http://aem.asm.org/content/65/8/3641.abstract","40","not determined","1.5","1.5","0.4","8","feeds","feeds","12","no data","1","1","0","6","no data","no data","no","0.04","0.04","7","6.5","37","34","OCM 838","OCM 838","DSM-15978","no data","no data","B. Lomans et al.","no data","not determined","not applicable","not applicable","feeds","DMS1","not applicable","yes"
-22.1466206774654,-0.348798820944601,"Methanomethylovorans thermophila",13.86,0.05,58,1.5,1.5,0.3,7.5,42,37.6,0.7,0.7,0,5,0.1,0.1,6.6,6.6,50,50,NA,"do not feed on","do not feed on","do not feed on","do not feed on","do not feed on","no data","B. Jiang et al.; 2005; Int. J. Syst. Evol. Microbiol.; vol. 55; p. 2465","do not feed on","do not feed on","Irregular cocci","negative","yes","do not feed on","Sample of a sludge from thermophilic laboratory-scale upflow anaerobic sludge blanket reactor fed with methanol.","feeds","do not feed on","do not feed on","do not feed on","negative","13.86","0.05","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/55/6/2465.abstract","58","not determined","1.5","1.5","0.3","7.5","feeds","feeds","42","37.6","0.7","0.7","0","5","no data","no data","no","0.1","0.1","6.6","6.6","50","50","ATCC BAA-1173","ATCC BAA-1173","DSM-17232","no data","no data","B. Jiang et al.","do not feed on","not determined","yes","not applicable","feeds","L2FAW","not applicable","not applicable"
-23.0647055680465,-0.288722457182255,"Methanomethylovorans uponensis",11.5,0.06,40,1.1,1.1,0.1,7.5,25,39.2,0.9,0.9,0,5.5,NA,NA,6.5,6,37,37,NA,"not determined","not determined","not determined","do not feed on","do not feed on","no data","I. Cha et al.; 2013, Antonie Van Leeuwenhoek; vol. 104; p. 1005","no data","not determined","Irregular cocci","negative","yes","not determined","Sample of sediments from Upo wetland sediment in the Republic of Korea.","feeds","feeds","not determined","do not feed on","negative","11.5","0.06","do not feed on","not determined","not applicable","http://link.springer.com/article/10.1007%2Fs10482-013-0020-4","40","not determined","1.1","1.1","0.1","7.5","feeds","feeds","25","39.2","0.9","0.9","0","5.5","no data","no data","no","no data","no data","6.5","6","37","37","JCM 19217, KCTC 4119, NBRC 109636","JCM 19217, KCTC 4119, NBRC 109636","DSM-27305","no data","no data","I. Cha et al.","not determined","not determined","not applicable","not applicable","feeds","EK1","not applicable","yes"
15.1191142310675,-1.42106123209498,"Methanomicrobium mobile",NA,NA,45,2,0.7,NA,7.7,30,49,1.5,0.7,NA,5.9,NA,NA,6.9,6.1,40,40,NA,"no data","no data","no data","no data","do not feed on","no data","M. Paynter et al.; 1968; J. Bacteriol.; vol. 95; p. 1943","no data","no data","Rod","negative","yes","no data","Sample of bovine rumen fluid.","no data","no data","do not feed on","feeds","negative","no data","no data","feeds","not determined","yes","http://jb.asm.org/content/95/5/1943.abstract","45","present","2","0.7","no data","7.7","do not feed on","no data","30","49","1.5","0.7","no data","5.9","yeast extract,","no data","yes","no data","no data","6.9","6.1","40","40","ATCC 35094, JCM 10551, ","ATCC 35094, JCM 10551, ","DSM-1539","no data","no data","M. Paynter et al.","no data","not determined","not applicable","not applicable","no data","BP","not applicable","not applicable"
14.5026059820075,1.66269275185852,"Methanoplanus limicola",7,0.099,41,2.8,0.3,0.855578370979,7.5,17,42.7,1.6,0.1,0.0684462696783,6.5,0.171115674196,0.171115674196,NA,NA,40,40,NA,"no data","no data","no data","no data","do not feed on","no data","G. Wildgruber et al.; 1982; Arch. Microbiol.; vol. 132; p. 31","no data","no data","Irregular disc","negative","yes","no data","Sample of swamp drilling waste in Italy.","do not feed on","no data","no data","feeds","negative","7","0.099","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00690813","41","present","2.8","0.3","0.855578370979","7.5","do not feed on","do not feed on","17","42.7","1.6","0.1","0.0684462696783","6.5","acetate","no data","yes","0.171115674196","0.171115674196","no data","no data","40","40","ATCC 35062, OCM 101","ATCC 35062, OCM 101","DSM-2279","no data","no data","G. Wildgruber et al.","no data","not determined","not applicable","yes","do not feed on","M3","not applicable","not applicable"
9.98608609571658,3.78942433668565,"Methanoplanus petrolearius",10,0.069,40,3,3,0.855578370979,8.4,35,47.7,1,1,0,5.3,0.513347022587,0.171115674196,7,7,40,35,NA,"do not feed on","no data","do not feed on","feeds","do not feed on","no data","B. Ollivier et al.; 1997; FEMS Microbiol. Lett.; vol. 147; p. 51","no data","no data","Irregular disc","not determined","yes","no data","Sample collected from the well-head of an offshore oil field of the Gult of Guinea, West Africa.","no data","no data","no data","feeds","not determined","10","0.069","feedsa","not determined","not applicable","http://onlinelibrary.wiley.com/doi/10.1111/j.1574-6968.1997.tb10219.x/abstract","40","not determined","3","3","0.855578370979","8.4","do not feed on","no data","35","47.7","1","1","0","5.3","acetate","E. Brambilla et al.; 2010; Standards in Genomic Sciences; vol. 3","variable","0.513347022587","0.171115674196","7","7","40","35","OCM 486, SEBR 4847","OCM 486, SEBR 4847","DSM-11571","no data","not supporting:lactate, glucose","B. Ollivier et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","SEBR 4847","not applicable","yes"
18.2032173734967,15.2849587484163,"Methanopyrus kandleri",0.33,3.03,110,14,0.5,0.68,7,84,61.2,2,0.5,0.034,5.5,0.34,0.34,6.5,6.5,98,98,NA,"do not feed on","feeds","do not feed on","do not feed on","do not feed on","no data","M. Kurr et al.; 1991; Arch. Microbiol.; vol. 156; p. 239","do not feed on","no data","Rod","not determined","yes","do not feed on","Samples from a hydrothermally heated deep sea sediment (Guaymas Basin, Gulf of California) and from a shallow marine hydrothermal system (Kolbeinsey ridge, Iceland).","do not feed on","do not feed on","do not feed on","do not feed on","positive","0.33","3.03","feeds","not determined","not applicable","http://link.springer.com/article/10.1007%2FBF00262992","110","0","14","0.5","0.68","7","do not feed on","do not feed on","84","61.2","2","0.5","0.034","5.5","no data","no data","0","0.34","0.34","6.5","6.5","98","98","ATCC BAA-1075, JCM 9639, NBRC 100938","ATCC BAA-1075, JCM 9639, NBRC 100938","DSM-6324","no data","no data","M. Kurr et al.","do not feed on","not determined","not applicable","not applicable","do not feed on","AV19","not applicable","yes"
13.303253723329,7.87341136329097,"Methanoregula boonei",44,0.017,40,3,0.3,0.05,5.5,10,54.5,0.8,0.2,0,4.5,0,0,5.1,5.1,37,35,NA,"do not feed on","no data","no data","do not feed on","do not feed on","no data","S. Brauer et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 45","no data","no data","Rod","negative","yes","no data","Sample from McLean bog, an acidic (pH 4.0–4.5) and ombrotrophic (rain-fed) site near Ithaca, NY, USA (42° 30' N, 76° 30' W).","no data","no data","do not feed on","do not feed on","negative","44","0.017","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/61/1/45.abstract","40","present","3","0.3","0.05","5.5","do not feed on","no data","10","54.5","0.8","0.2","0","4.5","acetate, coenzym M, vitamins, yeast extract","no data","no","0","0","5.1","5.1","37","35","ATCC BAA-1327, JCM 14090","ATCC BAA-1327, JCM 14090","DSM-21154","no data","no data","S. Brauer et al.","no data","not determined","not applicable","yes","do not feed on","6A8","not applicable","not applicable"
8.49738776894284,4.7059498385008,"Methanoregula formicica",16.6,0.042,40,2.6,0.5,0.171,7.6,10,NA,1,0.5,0,7,0,0,7.4,7.4,33,30,NA,"do not feed on","do not feed on","no data","do not feed on","do not feed on","no data","Y. Yashiro et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 53","do not feed on","no data","Rod","not determined","yes","do not feed on","Sample from a mesophilic, granular sludge in a UASB reactor used to treat a beer brewery effluent (Japan).","do not feed on","no data","do not feed on","feeds","not determined","16.6","0.042","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/61/1/53.abstract","40","not determined","2.6","0.5","0.171","7.6","do not feed on","do not feed on","10","no data","1","0.5","0","7","acetate, yeast extract","no data","no","0","0","7.4","7.4","33","30","NBRC 105244, ","NBRC 105244","DSM-22288","no data","not supporting:pyruvate","Y. Yashiro et al.","do not feed on","not determined","yes","not applicable","do not feed on","SMSP","not applicable","not applicable"
16.8852832689674,5.89706051976289,"Methanosaeta concilii",65,0.011,45,6,1.3,NA,7.8,10,49,2,0.8,0,6.6,NA,NA,7.5,7.1,40,35,NA,"no data","no data","no data","no data","feeds","acetate","G. Patel et al.; 1990; Int. J. Syst. Bacteriol.; vol. 40; p. 79","no data","no data","Rod","negative","yes","no data","Sample from pear waste fermentor inoculated with anaerobic sludge from the Regional Municipality of Ottawa-Carleton sewage treatment facility.","do not feed on","do not feed on","do not feed on","do not feed on","negative","65","0.011","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/40/1/79.abstract","45","not determined","6","1.3","no data","7.8","do not feed on","do not feed on","10","49","2","0.8","0","6.6","no data","no data","no","no data","no data","7.5","7.1","40","35","ATCC 35969, JCM 10134, BCRC 16173, CCRC 16173, NBRC 103675, NRC 2989, OCM 69, OGC 69","ATCC 35969, JCM 10134, BCRC 16173, CCRC 16173, NBRC 103675, NRC 2989, OCM 69, OGC 69","DSM-3671","no data","no data","G. Patel et al.","no data","not determined","yes","not applicable","do not feed on","GP6","not applicable","not applicable"
11.912725372385,11.9898038681547,"Methanosaeta harundinacea",28,0.03,45,5,1,NA,9,25,60.6,3,0.8,0,6.5,NA,NA,7.6,7.2,37,34,NA,"no data","feeds","do not feed on","do not feed on","feeds","acetate","K. Ma et al.; 2006; Int. J. Syst. Evol. Microbiol.; vol. 56; p. 127","no data","no data","Rod","variable","yes","no data","Samples from mesophilic UASB anaerobic digester treating beer-manufacture wastewater (Beijing, China).","do not feed on","do not feed on","do not feed on","do not feed on","variable","28","0.03","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/56/1/127.abstract","45","not determined","5","1","no data","9","do not feed on","do not feed on","25","60.6","3","0.8","0","6.5","no data","no data","no","no data","no data","7.6","7.2","37","34","JCM 13211, CGMCC 1.5026","JCM 13211, CGMCC 1.5026","DSM-17206","no data","no data","K. Ma et al.","no data","not determined","yes","not applicable","do not feed on","8Ac","not applicable","not applicable"
-21.9738844915998,0.21852999870838,"Methanosaeta pelagica",297.6,0.002,40,11,0.5,0.8,9.2,15,45.4,2.5,0.5,0.2,6,0.28,0.28,7.5,7.5,30,30,NA,"no data","no data","no data","no data","feeds","yest extract","K. Mori et al.; 2012; Appl. Environ. Microbiol.; vol. 78; p. 3416","no data","no data","Rod","negative","yes","no data","Sample from a tidal flat sediment in Tokyo Bay, Chiba Prefecture, Japan.","do not feed on","do not feed on","do not feed on","do not feed on","negative","297.6","0.002","do not feed on","not determined","not applicable","http://aem.asm.org/content/78/9/3416.abstract","40","not determined","11","0.5","0.8","9.2","do not feed on","do not feed on","15","45.4","2.5","0.5","0.2","6","no data","no data","no","0.28","0.28","7.5","7.5","30","30","no data","no data","DSM-24271","no data","no data","K. Mori et al.","no data","not determined","not applicable","not applicable","do not feed on","03d30q","not applicable","yes"
13.2863037489838,8.65632676556311,"Methanosaeta thermophila",36,0.019,70,5,1.2,0.9,8.4,37,53.5,5,1,0,5.5,0,0,6.8,6.6,60,55,NA,"no data","no data","no data","no data","feeds","no data","G. Patel et al.; 1990; Int. J. Syst. Bacteriol.; vol. 40; p. 79","no data","no data","Rod","negative","yes","no data","Sample from a thermophilic anaerobic digestor.","do not feed on","no data","do not feed on","do not feed on","negative","36","0.019","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/40/1/79.abstract","70","not determined","5","1.2","0.9","8.4","do not feed on","do not feed on","37","53.5","5","1","0","5.5","biotin","no data","no","0","0","6.8","6.6","60","55","ATCC BAA-1166, JCM 14653, NBRC 101360","ATCC BAA-1166, JCM 14653, NBRC 101360","DSM-6194","no data","no data","G. Patel et al.","no data","not determined","yes","not applicable","do not feed on","PT","not applicable","not applicable"
3.85767147124952,0.31905042904962,"Methanosalsum zhilinae",5.8,0.12,NA,1.5,1.5,2.1,NA,NA,39.2,0.8,0.8,0.2,NA,0.7,0.7,9.2,9.2,45,45,NA,"no data","no data","no data","no data","do not feed on","trypticase, peptone, yeast extract, rument fluid","I. Mathrani et al.; 1988; Int. J. Syst. Bacteriol.; vol. 38; p. 139","no data","no data","Irregular cocci","negative","yes","no data","Sample from alkaline, saline sediments from Bosa Lake in the Wadi el Natrun, Egyp.","feeds","no data","no data","do not feed on","negative","5.8","0.12","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/38/2/139.abstract?sid=8ec4292d-e31b-4861-9d38-2a89cdd7ba24","no data","not determined","1.5","1.5","2.1","no data","feeds","feeds","no data","39.2","0.8","0.8","0.2","no data","no data","no data","no","0.7","0.7","9.2","9.2","45","45","ATCC BAA-913, OCM 62","ATCC BAA-913, OCM 62","DSM-4017","no data","no data","I. Mathrani et al.","no data","not determined","not applicable","not applicable","feeds","WeN5","not applicable","yes"
17.5035978507061,-0.385581222550573,"Methanosarcina acetivorans",5.2,0.133,50,2.5,2.5,1,8,10,41,1.5,1.5,0.1,5.5,0.2,0.2,6.5,6.5,40,40,NA,"no data","no data","no data","no data","feeds","-1","K. Sowers et al.; 1983; Appl. Environ. Microbiol.; vol. 47; p. 971","no data","no data","Irregular cocci","negative","yes","no data","Sample of marine sediments from the Sumner branch of Scripps Canyon located near La Jolla, California.","feeds","no data","no data","do not feed on","negative","5.2","0.133","do not feed on","not determined","not applicable","http://aem.asm.org/content/47/5/971.abstract","50","present","2.5","2.5","1","8","feeds","feeds","10","41","1.5","1.5","0.1","5.5","no data","no data","no","0.2","0.2","6.5","6.5","40","40","ATCC 35395, JCM 12185, NBRC 100939, OCM 95, BCRC 16170, CCRC 16170","ATCC 35395, JCM 12185, NBRC 100939, OCM 95, BCRC 16170, CCRC 16170","DSM-2834","no data","no data","K. Sowers et al.","no data","not determined","not applicable","not applicable","feeds","C2A","not applicable","yes"
-22.9680588950248,-0.193799097035182,"Methanosarcina baltica",84,0.008,28,3,3,0.7,7.5,3,37.3,1.5,1.5,0.1,6.3,0.5,0.4,7.2,7.2,21,21,NA,"no data","no data","no data","no data","not determined","methanol, methylamine, (acetate)","D. von Klein et al.; 2002; Extremophiles; vil. 6; p. 103","no data","no data","Irregular cocci","not determined","yes","no data","Sample from the anoxic surface layer of the sediment at a depth of 241 m in the Gotland Deep of the Baltic Sea.","feeds","do not feed on","no data","do not feed on","negative","84","0.008","do not feed on","not determined","not applicable","http://link.springer.com/article/10.1007/s007920100234","28","present","3","3","0.7","7.5","feeds","feeds","3","37.3","1.5","1.5","0.1","6.3","no data","N. Singh et al.; 2005; Int. J. Syst. Evol. Microbiol.; vol. 55; p.2531","no","0.5","0.4","7.2","7.2","21","21","JCM 11281","JCM 11281","DSM-14042","no data","no data","D. von Klein et al.","no data","not determined","not applicable","not applicable","feeds","GS1-A","not applicable","yes"
13.6280771693567,0.893131304597456,"Methanosarcina barkeri",6.9,0.1,NA,2,2,1.2,7.5,NA,39,1.5,1.5,0.1,5.5,0.5,0.25,7,7,40,30,NA,"do not feed on","no data","no data","do not feed on","feeds","H2/C02, methanol; mono-, di-, a trimethylamine, acetate,  CO/H2","M. Bryant et al.; 1987; Int. J. Syst. Bacteriol.; vol. 37; p. 169","no data","feeds","Irregular cocci","positive","yes","no data","Sample from anaerobic sewage digester.","feeds","no data","do not feed on","do not feed on","positive","6.9","0.1","feeds","not determined","not applicable","http://ijs.sgmjournals.org/content/37/2/169","no data","not determined","2","2","1.2","7.5","feeds","feeds","no data","39","1.5","1.5","0.1","5.5","no data","G. Meastrojuan et al.; 1991; Int. J. Syst. Bacteriol.; vol. 41; p. 267","no","0.5","0.25","7","7","40","30","ATCC 43569, JCM 10043, NBRC 100474, OCM 38, VKM B-1635, BCRC 16175, CCRC 16175","ATCC 43569, JCM 10043, NBRC 100474, OCM 38, VKM B-1635, BCRC 16175, CCRC 16175","DSM-800","no data","no data","C. Schnellen","do not feed on","not determined","yes","yes","feeds","MS","not applicable","not applicable"
9.93545311725828,1.41690197798452,"Methanosarcina horonobensis",4.95,0.14,42,2.9,2.9,0.35,7.75,20,41.4,1.4,1.4,0,6,0.1,0.1,7.25,7,37,37,NA,"do not feed on","no data","no data","do not feed on","feeds","no data","S. Shimizu et al.; 2011; Int. J. Syst. Evol. Microbiol.; vol. 61; p. 2503","no data","no data","Irregular cocci","negative","yes","do not feed on","Sample of a groundwater from the Wakkanai Formation.","feeds","feeds","no data","do not feed on","negative","4.95","0.14","do not feed on","not determined","not applicable","http://ijs.sgmjournals.org/content/61/10/2503.abstract","42","absent","2.9","2.9","0.35","7.75","feeds","do not feed on","20","41.4","1.4","1.4","0","6","no data","no data","no","0.1","0.1","7.25","7","37","37","JCM 15518, NBRC 102577","JCM 15518, NBRC 102577","DSM-21571","no data","no data","S. Shimizu et al.","do not feed on","not determined","not applicable","not applicable","feeds","HB-1","not applicable","yes"
15.8476850171881,-1.30154961356682,"Methanosarcina lacustris",49.5,0.014,35,3.5,3.5,NA,8.5,1,43.4,1.5,1.5,0,4.5,0,0,7,7,25,25,NA,"no data","no data","no data","no data","not determined","yest extract","M. Simankova et al.; 2001; Syst. Appl. Microbiol.; vol. 24; p. 362","no data","no data","Irregular cocci","positive","yes","no data","Sample from from anoxic lake sediments (Switzerland).","feeds","do not feed on","no data","do not feed on","positive","49.5","0.014","feeds","not determined","not applicable","http://www.sciencedirect.com/science/article/pii/S0723202004700454","35","not determined","3.5","3.5","no data","8.5","feeds","feeds","1","43.4","1.5","1.5","0","4.5","yest extract","no data","no","0","0","7","7","25","25","VKM B-2268, ","VKM B-2268","DSM-13486","no data","no data","M. Simankova et al.","no data","not determined","not applicable","not applicable","feeds","ZS","not applicable","yes"
